deposited_proximate_to,The subject entity is placed or positioned near or in close proximity to the object entity.
associated_with,The subject entity is connected or linked in some way with the object entity.
formed_on,"The subject entity is created or established on the object entity, indicating a spatial or hierarchical relationship between the two entities."
lower_than,The subject entity is positioned or situated at a lower level or height compared to the object entity.
used_as,"The subject entity serves the function or purpose of being the tool, medium, or material specified by the object entity."
precede,The subject entity occurs or happens before the object entity in a sequence of actions or events.
act_on,The subject entity affects or operates on the object entity.
included_in,The subject entity is a part or component of the object entity.
aligned_with,"The subject entity is positioned or arranged in conjunction with the object entity, indicating a parallel or coordinated alignment."
improved_by,The subject entity experiences enhancement or betterment as a result of the actions or influence of the object entity.
increased,"The subject entity is made to be greater or higher in quantity, degree, or intensity."
within_range,The subject entity falls within the specified range or interval of the object entity.
formed by,The subject entity is created or generated by the action or entity specified by the object entity.
scanning over,The subject entity moves or passes over the surface or area specified by the object entity.
scanned_over,"The subject entity is moved or directed across the object entity in a systematic manner, typically for scanning, imaging, or processing purposes."
partially overlap,"The subject entity shares a common area or region with the object entity, with some degree of overlap or intersection."
used_to,The subject entity is utilized for the purpose of achieving the action or process specified by the object entity.
not_melt,The subject entity prevents or avoids the action or process specified by the object entity.
cause,The subject entity is the reason or factor that brings about the effect or change in the object entity.
disposed_over,The subject entity is positioned or located above or on top of the object entity.
constitutes,The subject entity makes up or forms a specified portion or percentage of the object entity.
opposite_to,The subject entity is situated or positioned in a manner that is directly across or facing the object entity.
disposed_on,The subject entity is placed or located on the surface of the object entity.
thinned_toward,The subject entity undergoes a process or action directed towards the object entity.
spaced apart from,The subject entity is positioned at a distance or gap from the object entity.
located_above,The subject entity is situated at a higher position relative to the object entity.
seal,The subject entity closes or blocks the opening or gap specified by the object entity.
remains,The subject entity continues to exist or be present in the specified state or condition relative to the object entity.
extends_higher_than,The subject entity reaches or surpasses a greater vertical position or level compared to the object entity.
coplanar_with,The subject entity's lower surface lies in the same plane or level as the lower surface of the object entity.
surrounds,"The subject entity encloses or encompasses the object entity, forming a boundary or outer layer around it."
extend_through,"The subject entity extends or stretches through the object entity, covering or reaching across its entirety."
protrudes_from,The subject entity extends outward or sticks out from the object entity.
located_vertically_between,The subject entity is positioned vertically between the two object entities specified by the relation.
arranged_between,"The subject entity is positioned or placed in a spatial arrangement between two other entities, typically the entities specified by the object entity and another entity."
related_to,The subject entity has a connection or association with the object entity.
involves,The subject entity includes or requires the action or process specified by the object entity.
results_in,The subject entity leads to or causes the object entity to occur or be created.
separates,The subject entity creates a division or boundary between the two entities specified by the object entity.
etched selectively to,The subject entity is selectively removed or altered in a specific manner to interact with or complement the object entity.
obstructs,The subject entity hinders or prevents the action or process specified by the object entity.
eliminates,The subject entity removes or gets rid of the undesirable outcome or condition specified by the object entity.
planarized_down_to,The subject entity is smoothed or leveled down to reach the specified location or surface of the object entity.
arranged_to_be,The subject entity is organized or positioned in a specific manner or configuration relative to the object entity.
separated_from,The subject entity is placed or located apart from the object entity in a specific direction or dimension.
connected_in_parallel_by,"The subject entities are linked or joined together in a parallel configuration by the object entity, allowing for simultaneous operation or connection."
extend_toward,The subject entity stretches or reaches in the direction of the object entity.
composed_of,The subject entity is made up of or consists of the object entities specified.
patterned_into,The subject entity is structured or designed to form the object entity through a patterning process.
formed_through,The subject entity is created or constructed by utilizing the object entity as a foundational element or structure.
replaced_with,The subject entity substitutes or exchanges the object entity with another entity while maintaining the overall integrity or structure.
maintained,The subject entity keeps or preserves the condition or state of the object entity without altering or changing it.
extends_from,The subject entity vertically extends from the starting point specified by the object entity.
extends_to,The subject entity vertically extends to the ending point specified by the object entity.
designed_to,The subject entity is created or intended with the purpose or goal of achieving the effect or outcome specified by the object entity.
different_from,The subject entity is distinct or dissimilar from the entity specified by the object entity.
facing,The subject entity is oriented towards or directed at the object entity.
produce,The subject entity generates or creates the object entity.
extend_to,The subject entity reaches or stretches to the location or area specified by the object entity.
connect_to,The subject entity is linked or joined with the object entity.
provided_for,The subject entity is made available or offered for the purpose of executing or carrying out the object entity.
formed_of,The subject entity is composed or made of the material specified by the object entity.
opposes,The subject entity is in a position facing or directly across from the object entity.
extends_between,The subject entity spans or covers the distance specified by the object entity.
opposing,The subject entity is positioned in a manner that is directly facing or opposite to the object entity.
formed_at,The subject entity is created or developed at the temperature range specified by the object entity.
planarizes,"The subject entity flattens or evens out the surface of the object entity, typically to achieve a smooth and uniform appearance or functionality."
